,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
450,Diamantino,BR,-14.4086,-56.4461,91.83,43,0,2.42,clear sky
451,San Juan,AR,-31.5375,-68.5364,86.38,22,0,7.92,clear sky
452,Preobrazheniye,RU,42.9019,133.9064,29.53,87,5,7.63,clear sky
453,Bachatskiy,RU,54.2927,86.1285,32.18,93,91,1.28,overcast clouds
454,Beloha,MG,-25.1667,45.05,74.82,89,44,3.96,light rain
455,Seoul,KR,37.5683,126.9778,42.24,81,0,6.91,clear sky
456,Yoichi,JP,43.2039,140.7703,34.11,88,99,2.26,light snow
457,Innisfail,AU,-17.5333,146.0333,72.9,87,90,4.54,overcast clouds
458,Turkistan,KZ,43.0,68.0,66.51,40,13,7.18,few clouds
459,Sobolevo,RU,54.4299,31.8996,45.66,89,100,12.41,overcast clouds
460,Truro,GB,50.2653,-5.0544,49.28,61,75,21.85,broken clouds
461,Lorengau,PG,-2.0226,147.2712,80.8,83,100,15.01,overcast clouds
462,Mountain Home,US,43.133,-115.6912,56.95,27,11,7.27,few clouds
463,Tilichiki,RU,60.4667,166.1,6.46,93,100,6.53,overcast clouds
464,Tessalit,ML,20.1986,1.0114,93.6,7,0,9.95,clear sky
465,Kamien Pomorski,PL,53.9685,14.7726,46.76,79,100,21.94,overcast clouds
466,Novaya Ladoga,RU,60.1025,32.3019,37.22,99,100,9.44,overcast clouds
467,Zarand,IR,30.8127,56.564,71.15,12,44,7.07,scattered clouds
468,Vestmannaeyjar,IS,63.4427,-20.2734,36.59,48,0,6.91,clear sky
469,Brookside,US,39.6671,-75.7269,52.83,92,100,8.05,mist
470,Nayudupeta,IN,13.9,79.9,77.59,88,9,3.58,clear sky
471,Dingle,PH,10.9995,122.6711,74.44,95,100,7.4,very heavy rain
472,Kirakira,SB,-10.4544,161.9205,81.01,82,100,10.89,overcast clouds
473,Umm Kaddadah,SD,13.6017,26.6876,86.38,10,0,11.88,clear sky
474,Plouzane,FR,48.3833,-4.6167,50.32,73,100,13.8,overcast clouds
475,Valley City,US,46.9233,-98.0032,34.32,93,100,31.07,overcast clouds
476,Maturin,VE,9.75,-63.1767,98.1,25,100,9.01,overcast clouds
477,Grimshaw,CA,56.1834,-117.6027,44.22,39,75,8.05,broken clouds
478,Jining,CN,35.405,116.5814,53.4,74,0,6.96,clear sky
479,Havelock,US,34.8791,-76.9013,83.98,77,20,18.41,few clouds
480,Muromtsevo,RU,56.3724,75.2418,34.18,86,100,7.52,overcast clouds
481,Linxia,CN,35.6003,103.2064,53.42,18,100,3.02,overcast clouds
482,Lubumbashi,CD,-11.6609,27.4794,64.8,96,100,1.77,moderate rain
483,Barahona,DO,18.2085,-71.1008,87.62,62,40,13.8,scattered clouds
484,Chhapra,IN,25.7667,84.75,84.18,31,0,7.99,clear sky
485,Sioux Lookout,CA,50.1001,-91.917,32.07,51,100,13.8,overcast clouds
486,Heinola,FI,61.2056,26.0381,32.0,97,100,5.97,overcast clouds
487,Solnechnyy,RU,50.7214,136.6319,14.54,81,2,5.55,clear sky
488,Taltal,CL,-25.4,-70.4833,70.09,70,24,5.97,few clouds
489,Itarema,BR,-2.9248,-39.9167,81.37,80,94,11.32,moderate rain
490,Nalut,LY,30.3333,10.85,70.72,17,0,10.56,clear sky
491,Anshun,CN,26.25,105.9333,54.52,61,100,2.06,overcast clouds
492,Serabu,SL,7.7958,-12.0536,81.7,64,100,1.68,overcast clouds
493,Sainte-Suzanne,RE,-20.9061,55.6089,77.22,69,100,8.05,overcast clouds
494,San Policarpo,PH,12.1791,125.5072,77.49,90,100,9.73,heavy intensity rain
495,Fukue,JP,32.6881,128.8419,59.77,60,0,11.34,clear sky
496,Huron,US,41.1501,-82.5499,54.68,66,100,15.66,overcast clouds
497,Pombas,CV,17.1503,-25.0201,73.18,77,19,15.41,few clouds
498,Karaidel,RU,55.8337,56.9069,29.21,93,100,10.13,overcast clouds
499,Simao,CN,22.7886,100.9748,59.13,73,59,1.99,broken clouds
500,Gorontalo,ID,0.5412,123.0595,74.46,92,100,1.23,overcast clouds
501,Sarakhs,IR,36.5449,61.1577,69.94,46,100,2.3,overcast clouds
502,Ales,FR,44.1333,4.0833,58.69,71,100,8.21,overcast clouds
503,Zaragoza,ES,41.6561,-0.8773,68.45,40,0,9.22,clear sky
504,Hambantota,LK,6.1241,81.1185,75.54,100,75,2.3,broken clouds
505,Bontang,ID,0.1333,117.5,75.99,89,93,6.22,overcast clouds
506,Pleasanton,US,37.6624,-121.8747,85.24,32,0,1.99,clear sky
507,Hun,LY,29.1268,15.9477,67.51,45,2,19.86,clear sky
508,Rawson,AR,-43.3002,-65.1023,57.4,78,100,17.96,light rain
509,Campos Novos,BR,-27.4017,-51.225,63.79,99,100,2.51,heavy intensity rain
510,Tawang,IN,27.5833,91.8667,46.96,94,100,1.95,overcast clouds
511,Mugur-Aksy,RU,50.35,90.5,32.72,80,97,4.81,overcast clouds
512,Gonaives,HT,19.45,-72.6833,87.58,52,31,11.48,scattered clouds
513,Polis,CY,35.0367,32.4264,66.02,68,100,6.46,light rain
514,Orcopampa,PE,-15.2661,-72.3417,59.32,50,61,7.49,broken clouds
515,Coquimbo,CL,-29.9533,-71.3436,67.68,66,1,8.46,clear sky
516,Grants,US,35.1473,-107.8514,57.43,6,0,13.8,clear sky
517,Saint-Georges,GD,12.0564,-61.7485,80.28,83,75,23.02,broken clouds
518,Zagan,PL,51.6176,15.3149,47.98,88,85,16.87,overcast clouds
519,Yarmouth,US,41.7057,-70.2286,55.15,63,0,13.8,clear sky
520,Mantua,IT,45.1667,10.7833,65.44,61,100,10.51,overcast clouds
521,Axim,GH,4.8699,-2.2405,81.57,81,93,9.28,overcast clouds
522,Nelson Bay,AU,-32.7167,152.15,70.0,95,97,17.16,overcast clouds
523,Bail Hongal,IN,15.8167,74.8667,85.28,48,98,5.23,overcast clouds
524,Nantucket,US,41.2835,-70.0995,55.51,67,0,21.85,clear sky
525,Tello,CO,3.0669,-75.1378,88.21,56,50,1.25,moderate rain
526,Rio Gallegos,AR,-51.6226,-69.2181,53.65,58,0,3.44,clear sky
527,Broome,US,42.2506,-75.833,48.38,82,100,8.05,moderate rain
528,Saint-Joseph,RE,-21.3667,55.6167,75.58,81,24,12.75,light rain
529,Siderno,IT,38.2779,16.302,50.34,80,9,18.86,clear sky
530,Sitka,US,57.0531,-135.33,42.69,70,100,11.5,light rain
531,Ellensburg,US,46.9965,-120.5479,57.58,40,0,3.0,clear sky
532,Aloleng,PH,16.1307,119.7824,79.52,82,100,4.97,overcast clouds
533,Big Bend,SZ,-26.8167,31.9333,69.89,73,100,4.61,overcast clouds
534,Tombouctou,ML,20.0,-3.0,91.71,12,10,12.41,clear sky
535,Nerchinskiy Zavod,RU,51.3088,119.61,37.42,82,98,2.82,light rain
536,Mercedes,AR,-34.6515,-59.4307,80.78,31,0,8.3,clear sky
537,Roebourne,AU,-20.7833,117.1333,85.03,55,1,9.06,clear sky
538,Loralai,PK,30.3705,68.598,74.62,14,0,6.49,clear sky
539,Tocopilla,CL,-22.092,-70.1979,72.34,65,43,8.43,scattered clouds
540,Ibia,BR,-19.4783,-46.5389,87.26,61,72,2.98,broken clouds
541,Gat,IL,31.61,34.7642,83.39,21,100,11.16,overcast clouds
542,Ust-Kuyga,RU,70.0167,135.6,-13.14,97,79,2.66,broken clouds
543,Moose Factory,CA,51.2585,-80.6094,33.8,93,100,12.66,overcast clouds
544,Mancio Lima,BR,-7.6142,-72.8958,87.87,66,75,3.44,broken clouds
545,Tazovskiy,RU,67.4667,78.7,-7.11,99,97,7.45,overcast clouds
546,Sinjar,IQ,36.3209,41.8754,66.04,38,14,8.99,few clouds
547,Syracuse,IT,37.0881,15.2792,61.97,64,0,9.35,clear sky
548,San Jeronimo,PE,-11.9472,-75.2829,58.46,63,98,4.45,overcast clouds
549,Dubrovnik,HR,42.6481,18.0922,53.24,87,0,8.05,clear sky
550,Kudahuvadhoo,MV,2.6708,72.8944,83.71,67,16,1.14,few clouds
551,Tautira,PF,-17.7333,-149.15,81.79,71,2,19.42,clear sky
552,Mount Isa,AU,-20.7333,139.5,71.37,26,0,8.05,light rain
553,Kemijarvi,FI,66.7131,27.4306,26.53,95,100,6.02,overcast clouds
554,Alice Springs,AU,-23.7,133.8833,58.55,47,0,0.0,clear sky
555,Shingu,JP,33.7333,135.9833,51.64,82,0,5.99,clear sky
556,Yantal,RU,56.8471,105.2542,29.97,89,44,9.62,scattered clouds
557,Goderich,CA,43.7501,-81.7165,50.32,57,17,14.97,few clouds
558,Porto Walter,BR,-8.2686,-72.7439,80.98,90,100,1.61,overcast clouds
559,Fairbanks,US,64.8378,-147.7164,35.92,61,75,3.44,broken clouds
560,Gdov,RU,58.7406,27.8122,38.12,98,100,7.96,overcast clouds
561,Cuiluan,CN,47.72,128.648,32.67,33,100,9.55,overcast clouds
562,Grand-Santi,GF,4.25,-54.3833,81.0,89,57,4.38,broken clouds
563,Outjo,NA,-20.1167,16.15,73.2,33,4,4.85,clear sky
564,Boyolangu,ID,-8.1181,111.8935,74.66,92,57,2.8,broken clouds
565,Visnes,NO,59.3556,5.2242,41.05,48,0,12.66,clear sky
566,Ishigaki,JP,24.3448,124.1572,69.93,73,100,17.27,overcast clouds
567,Lata,PT,40.1629,-8.3327,57.81,80,99,5.1,overcast clouds
568,Ellenabad,IN,29.45,74.65,85.14,7,0,2.33,clear sky
569,Verkhoyansk,RU,67.5447,133.385,-8.41,100,97,1.81,overcast clouds
570,Samarinda,ID,-0.5,117.15,72.57,98,100,1.83,overcast clouds
571,Galveston,US,29.3669,-94.9669,76.17,27,0,16.11,clear sky
572,Chimala,TZ,-8.85,34.0167,65.35,90,97,3.6,overcast clouds
573,Dharchula,IN,29.85,80.5333,62.82,30,0,7.81,clear sky
574,Sao Filipe,CV,14.8961,-24.4956,72.81,74,31,14.23,scattered clouds
575,Basco,PH,20.4487,121.9702,74.43,74,100,29.17,overcast clouds
576,Oksfjord,NO,70.2396,22.3479,33.98,93,100,5.66,overcast clouds
577,Illintsi,UA,49.1048,29.2177,49.37,71,100,14.2,overcast clouds
578,Imeni Poliny Osipenko,RU,52.4201,136.4853,-0.17,100,81,0.85,broken clouds
579,Golden,US,39.7555,-105.2211,52.21,24,0,23.02,clear sky
580,Morondava,MG,-20.2833,44.2833,80.17,69,0,13.11,clear sky
581,Linhares,BR,-19.3911,-40.0722,79.97,78,47,8.66,scattered clouds
582,Mongo,TD,12.1844,18.693,93.63,14,9,3.15,clear sky
583,Tarauaca,BR,-8.1614,-70.7656,87.12,65,100,1.92,overcast clouds
584,Meulaboh,ID,4.1363,96.1285,76.23,85,100,3.78,overcast clouds
585,Enshi,CN,30.3,109.4833,60.46,74,0,1.07,clear sky
586,Petatlan,MX,17.5167,-101.2667,87.89,45,10,8.52,clear sky
587,Maiduguri,NG,11.8464,13.1603,93.2,11,20,9.66,few clouds
588,Bandarbeyla,SO,9.4942,50.8122,80.55,77,47,9.15,scattered clouds
589,Pascagoula,US,30.3658,-88.5561,75.42,24,0,10.36,clear sky
590,Fort-Shevchenko,KZ,44.5086,50.263,49.93,63,98,10.96,overcast clouds
591,Deputatskiy,RU,69.3,139.9,-18.98,100,100,2.13,overcast clouds
592,Tadine,NC,-21.55,167.8833,78.69,84,99,24.18,heavy intensity rain
593,Praia Da Vitoria,PT,38.7333,-27.0667,66.45,82,40,13.69,scattered clouds
594,Nakamura,JP,32.9833,132.9333,50.4,85,0,5.17,clear sky
595,Hellvik,NO,59.9156,5.781,39.76,75,67,6.26,broken clouds
596,Gorin,RU,51.1983,136.6669,13.05,92,6,3.15,clear sky
597,Yazd,IR,31.8972,54.3675,78.91,11,75,9.22,broken clouds
598,Hokitika,NZ,-42.7167,170.9667,55.2,69,100,1.57,overcast clouds
599,Kendari,ID,-3.945,122.4989,74.34,90,70,4.16,broken clouds
600,Christchurch,NZ,-43.5333,172.6333,42.94,90,0,4.61,clear sky
601,Bongandanga,CD,1.5,21.05,76.91,56,97,2.21,overcast clouds
602,Kroya,ID,-7.6331,109.2461,76.32,91,98,2.84,overcast clouds
603,Bhatkal,IN,13.9667,74.5667,81.57,81,79,3.94,broken clouds
604,Portobelo,PA,9.55,-79.65,84.11,75,100,4.41,overcast clouds
605,Saltillo,MX,25.4167,-101.0,78.15,33,0,9.22,clear sky
606,Santa Cruz Del Sur,CU,20.7147,-77.9956,85.35,59,58,12.77,broken clouds
607,Ust-Nera,RU,64.5667,143.2,12.16,94,100,3.87,overcast clouds
608,Betamcherla,IN,15.4667,78.1667,83.17,38,59,9.6,broken clouds
609,Konosha,RU,60.9736,40.257,30.04,93,100,11.01,overcast clouds
610,Namtsy,RU,62.7161,129.6658,10.69,98,97,4.25,overcast clouds
611,Mecca,SA,21.4267,39.8261,82.38,35,0,0.51,clear sky
612,Joshimath,IN,30.5667,79.5667,54.93,41,0,8.3,clear sky
613,Salitral,PE,-4.8572,-80.6811,91.67,39,33,10.69,scattered clouds
614,Sinnamary,GF,5.3833,-52.95,77.16,90,100,10.8,overcast clouds
615,Grand Gaube,MU,-20.0064,57.6608,79.2,87,9,1.99,clear sky
616,Novoagansk,RU,61.9449,76.6625,5.23,100,100,1.16,overcast clouds
617,Dubbo,AU,-32.25,148.6167,60.93,94,100,10.36,overcast clouds
618,Broken Hill,AU,-31.95,141.4333,53.31,82,3,5.75,clear sky
619,Port Arthur,CN,38.8,121.2667,46.62,71,0,8.37,clear sky
620,Bafq,IR,31.6128,55.4107,78.26,11,100,11.48,overcast clouds
621,San Carlos De Bariloche,AR,-41.1456,-71.3082,58.75,67,75,17.27,broken clouds
622,Heze,CN,35.2431,115.4411,53.49,80,0,7.27,clear sky
623,Trinidad,BO,-14.8333,-64.9,93.18,55,40,6.91,scattered clouds
624,Rio Grande,BR,-32.035,-52.0986,75.31,76,100,8.37,overcast clouds
625,Shimoda,JP,34.6667,138.95,52.11,61,0,16.78,clear sky
626,Eyrarbakki,IS,63.863,-21.1481,33.85,56,58,10.85,broken clouds
627,Rocha,UY,-34.4833,-54.3333,78.58,42,100,9.53,overcast clouds
628,Eskilstuna,SE,59.3666,16.5077,31.86,98,100,14.0,snow
629,Ahuimanu,US,21.4447,-157.8378,78.51,65,40,17.27,scattered clouds
630,Borzya,RU,50.3833,116.5167,44.13,65,72,20.4,broken clouds
631,Shelburne,CA,44.0787,-80.2041,55.9,76,99,14.63,overcast clouds
632,Sinegorye,RU,62.0788,150.477,6.57,99,100,1.43,overcast clouds
633,Kodinsk,RU,58.6881,99.1844,29.75,91,97,9.4,overcast clouds
634,Yumen,CN,40.2833,97.2,57.92,14,5,14.58,clear sky
635,Huangchuan,CN,32.1272,115.0394,62.13,68,0,6.51,clear sky
636,Calvia,ES,39.5657,2.5062,60.91,34,0,13.69,clear sky
637,Pishin,PK,30.5803,66.9961,71.02,18,0,3.24,clear sky
638,Fontem,CM,5.4685,9.8818,70.75,90,78,0.92,light rain
639,La Ronge,CA,55.1001,-105.2842,39.45,52,40,4.61,scattered clouds
640,Nanortalik,GL,60.1432,-45.2371,31.35,85,98,9.95,overcast clouds
641,Botwood,CA,49.1499,-55.3482,37.9,98,100,12.5,overcast clouds
642,Springbok,ZA,-29.6643,17.8865,61.34,22,98,10.2,overcast clouds
643,Yelkhovka,RU,53.8667,50.2832,41.76,93,100,6.35,overcast clouds
644,Razole,IN,16.4833,81.8333,76.64,94,6,2.21,clear sky
645,Karratha,AU,-20.7377,116.8463,84.94,56,3,9.73,clear sky
646,Port-Cartier,CA,50.0334,-66.8654,39.31,94,66,2.98,broken clouds
647,Airai,TL,-8.9266,125.4092,59.22,87,100,2.24,overcast clouds
648,Zheshart,RU,62.0731,49.5733,26.67,96,98,4.5,overcast clouds
649,Ayan,RU,56.45,138.1667,20.84,85,100,5.79,overcast clouds
650,Lixourion,GR,38.2019,20.4314,59.0,88,40,10.36,scattered clouds
651,Mindelo,CV,16.8901,-24.9804,74.75,57,20,28.77,few clouds
652,Pozo Colorado,PY,-23.4923,-58.7972,98.44,27,93,7.14,overcast clouds
653,Anloga,GH,5.7947,0.8973,83.34,81,68,13.04,broken clouds
654,Puga,MX,21.5833,-104.8167,89.67,30,0,0.0,clear sky
655,Darhan,MN,49.4867,105.9228,46.08,52,72,14.58,broken clouds
656,San Isidro,PE,-12.1167,-77.05,74.5,74,20,13.8,few clouds
657,Barre,US,44.197,-72.5021,43.59,69,100,13.2,light rain
658,Iquique,CL,-20.2208,-70.1431,70.41,68,64,4.94,broken clouds
659,Datong,CN,40.0936,113.2914,53.17,25,0,3.24,clear sky
660,Naryan-Mar,RU,67.6713,53.087,3.24,93,100,7.02,overcast clouds
661,Sao Raimundo Nonato,BR,-9.0153,-42.6994,96.87,20,46,5.12,scattered clouds
662,Sakakah,SA,29.9697,40.2064,76.57,19,100,6.98,overcast clouds
663,Bay-Khaak,RU,51.1667,94.5,41.13,86,100,4.32,overcast clouds
664,Mayo,US,38.8876,-76.5119,58.14,95,100,13.0,mist
665,Kampong Chhnang,KH,12.1667,104.55,78.33,77,100,5.57,overcast clouds
666,Kamenka,RU,51.3223,42.7678,48.11,74,92,9.8,overcast clouds
667,Ixtapa,MX,20.7,-105.2,76.23,69,0,10.36,clear sky
668,Nizwa,OM,22.9333,57.5333,83.82,22,5,1.92,clear sky
669,Jumla,NP,29.2747,82.1838,47.48,43,0,4.25,clear sky
670,Aykhal,RU,66.0,111.5,10.27,97,100,4.94,overcast clouds
671,Katobu,ID,-4.9408,122.5276,74.77,93,87,2.84,overcast clouds
672,Necochea,AR,-38.5473,-58.7368,64.26,66,78,13.96,broken clouds
673,Neiafu,TO,-18.65,-173.9833,77.68,88,75,0.0,broken clouds
674,Vila Real De Santo Antonio,PT,37.195,-7.4177,62.35,69,0,6.2,clear sky
675,Mujiayingzi,CN,42.1167,118.7833,51.35,41,0,10.11,clear sky
